"title","title_type","directors","imdb_rating","runtime","year","genres","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"The Muppets Celebrate Jim Henson","Documentary","Don Mischer",8.6,47,"1990","documentary, animation, action, biography, family",190,"1990-11-21","http://www.imdb.com/title/tt0251874/","0251874","The Muppets Celebrate Jim Henson",1990,"Documentary","Unrated","78",NA,-1,NA,90,"Jim Henson","Frank Oz","Steven Spielberg",NA,NA,"Peter Harris",NA,"http://www.rottentomatoes.com/m/the_muppets_celebrate_jim_henson/"
"Asylum","Feature Film","David R. Ellis",4,93,"2008","horror, sci_fi, thriller",2689,"2008-03-20","http://www.imdb.com/title/tt0804443/","0804443","Asylum",2007,"Mystery & Suspense","R","93",NA,-1,"Spilled",14,"Sarah Roemer","Jake Muxworthy","Travis Van Winkle","Mark Rolston","Ellen Hoffman","David R. Ellis","20th Century Fox","http://www.rottentomatoes.com/m/10009261-asylum/"
"Ghost Ship","Feature Film","Steve Beck",5.4,91,"2002","horror, mystery",68976,"2002-10-22","http://www.imdb.com/title/tt0288477/","0288477","Ghost Ship",2002,"Horror","R","91","Rotten",14,"Spilled",38,"Gabriel Byrne","Julianna Margulies","Ron Eldard","Desmond Harrington","Isaiah Washington","Steve Beck","Warner Bros. Pictures","http://www.rottentomatoes.com/m/ghost_ship/"
"Treasure Island","TV Movie","Steve Barron",6.4,87,"2012","adventure",4647,"2012-02-29","http://www.imdb.com/title/tt1820723/","1820723","Treasure Island",2012,"Action & Adventure","Unrated","183","Rotten",56,"Spilled",40,"Eddie Izzard","Toby Regbo","Donald Sutherland","Elijah Wood","Daniel Mays","Steve Barron",NA,"http://www.rottentomatoes.com/m/treasure_island_2012/"
"A Man Apart","Feature Film","F. Gary Gray",6.1,109,"2003","action, crime, drama, thriller",35335,"2003-04-04","http://www.imdb.com/title/tt0266465/","0266465","A Man Apart",2003,"Drama","R","109","Rotten",11,"Upright",63,"Vin Diesel","Larenz Tate","Timothy Olyphant","Jacqueline Obradors","Geno Silva","F. Gary Gray","New Line Cinema","http://www.rottentomatoes.com/m/man_apart/"
"Jagged Edge","Feature Film","Richard Marquand",6.5,108,"1985","crime, thriller, mystery, romance",8970,"1985-09-05","http://www.imdb.com/title/tt0089360/","0089360","Jagged Edge",1985,"Mystery & Suspense","R","108","Fresh",82,"Spilled",59,"Glenn Close","Jeff Bridges","Peter Coyote","Robert Loggia","John Dehner","Richard Marquand","Columbia Pictures","http://www.rottentomatoes.com/m/jagged_edge/"
"Dear Inspector","Feature Film","Philippe de Broca",6.9,105,"1978","action, comedy, thriller",445,"1978-01-18","http://www.imdb.com/title/tt0076808/","0076808","Tendre Poulet (Dear Detective) (Dear Inspector)",1978,"Action & Adventure","Unrated","105",NA,-1,"Upright",100,"R.G. Armstrong","Brenda Vaccaro","Arlen Dean Snyder","Ron Silver","Michael MacRae","Philippe de Broca",NA,"http://www.rottentomatoes.com/m/tendre_poulet/"
"Innocent Blood","Feature Film","John Landis",6.2,112,"1992","comedy, crime, horror, thriller",6945,"1992-09-25","http://www.imdb.com/title/tt0104511/","0104511","Innocent Blood",1992,"Action & Adventure","R","113","Rotten",41,"Spilled",44,"Anne Parillaud","Robert Loggia","David Proval","Don Rickles","Don Rickels","John Landis","Warner Home Video","http://www.rottentomatoes.com/m/innocent_blood/"
"Waist Deep","Feature Film","Vondie Curtis Hall",5.9,97,"2006","action, crime, drama, thriller",7597,"2006-04-28","http://www.imdb.com/title/tt0456020/","0456020","Waist Deep",2006,"Drama","R","97","Rotten",27,"Upright",76,"Tyrese Gibson","Meagan Good","The Game","Darris Love","Larenz Tate","Vondie Curtis-Hall","Focus Features","http://www.rottentomatoes.com/m/waist_deep/"
"Frances","Feature Film","Graeme Clifford",7.4,140,"1982","biography, drama, romance",4786,"1982-12-03","http://www.imdb.com/title/tt0083967/","0083967","Frances",1982,"Drama","R","140","Fresh",67,"Upright",78,"Jessica Lange","Sam Shepard","Kim Stanley","Bart Burns","Jonathan Banks","Graeme Clifford","LionsGate Entertainment","http://www.rottentomatoes.com/m/frances/"
"Little Criminals","TV Movie","Stephen Surjik",8.1,120,"1995","crime, drama",602,"1995","http://www.imdb.com/title/tt0113666/","0113666","Little Criminals",1995,"Drama","Unrated","3",NA,-1,NA,77,"Jon Hardy & The Public","Adam Harrison","Brendan Fletcher","John Nguyen","Jordan Clarke","Tony Gaddis",NA,"http://www.rottentomatoes.com/m/little-criminals/"
"The Mighty Quinn","Feature Film","Carl Schenkel",6.1,98,"1989","action, crime, drama, mystery, thriller",3076,"1989-02-16","http://www.imdb.com/title/tt0097880/","0097880","The Mighty Quinn",1989,"Drama","R","120","Fresh",88,"Spilled",48,"Denzel Washington","Robert Townsend","James Fox","Mimi Rogers","M. Emmet Walsh","Carl Schenkel","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/mighty_quinn/"
"Why Did I Get Married Too?","Feature Film","Tyler Perry",4.3,121,"2010","comedy, drama, romance",6994,"2010-04-02","http://www.imdb.com/title/tt1391137/","1391137","Why Did I Get Married Too",2010,"Drama","PG-13","120","Rotten",26,"Upright",67,"Tyler Perry","Janet Jackson","Jill Scott","Sharon Leal","Malik Yoba","Tyler Perry","Lionsgate","http://www.rottentomatoes.com/m/why_did_i_get_married_too/"
"Operation: Endgame","Feature Film","Fouad Mikati",4.9,87,"2010","action, comedy",8678,"2010-07-16","http://www.imdb.com/title/tt1268987/","1268987","Rogue's Gallery",2009,"Drama","R","",NA,-1,NA,41,"Zach Galifianakis","Brandon T. Jackson","Ving Rhames","Maggie Q","Adam Scott","Fouad Mikati","Anchor Bay Entertainment","http://www.rottentomatoes.com/m/rogues-gallery/"
"Nothing But Trouble","Feature Film","Dan Aykroyd",4.8,94,"1991","adventure, comedy, horror",16201,"1991-02-15","http://www.imdb.com/title/tt0102558/","0102558","Nothing but Trouble",1991,"Comedy","PG-13","93","Rotten",9,"Spilled",41,"Chevy Chase","Dan Aykroyd","John Candy","Demi Moore","Taylor Negron","Dan Aykroyd","Warner Home Video","http://www.rottentomatoes.com/m/nothing_but_trouble_1998/"
"Read It and Weep","TV Movie","Paul Hoen",5.7,84,"2006","comedy, drama, family",3410,"2006-07-21","http://www.imdb.com/title/tt0494716/","0494716","Read it and Weep",2006,"Television","G","84",NA,-1,"Spilled",59,"Kay Panabaker","Danielle Panabaker","Marquise Brown","Jason Dolley","Alexandra Krosney","Paul Hoen",NA,"http://www.rottentomatoes.com/m/read_it_and_weep/"
"Robin Hood: Men in Tights","Feature Film","Mel Brooks",6.7,104,"1993","adventure, comedy, musical",80118,"1993-07-28","http://www.imdb.com/title/tt0107977/","0107977","Robin Hood: Men in Tights",1993,"Comedy","PG-13","105","Rotten",48,"Upright",81,"Cary Elwes","Richard Lewis","Roger Rees","Amy Yasbeck","Mark Blankfield","Mel Brooks","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/robin_hood_men_in_tights/"
"Trial and Error","Feature Film","Jonathan Lynn",5.7,98,"1997","comedy, romance",4923,"1997-05-30","http://www.imdb.com/title/tt0120373/","0120373","Trial and Error",1997,"Comedy","PG-13","98","Rotten",43,"Spilled",31,"Michael Richards","Jeff Daniels","Charlize Theron","Alexandra Wentworth","Jessica Steen","Jonathan Lynn","New Line Home Entertainment","http://www.rottentomatoes.com/m/1077494-trial_and_error/"
"Monsieur Lazhar","Feature Film","Philippe Falardeau",7.5,94,"2011","comedy, drama",14152,"2011-08-08","http://www.imdb.com/title/tt2011971/","2011971","Monsieur Lazhar",2012,"Drama","PG-13","94","Certified Fresh",97,"Upright",86,"Mohamed Fellag","Sophie Nelisse","Emilien Neron","Danielle Proulx","Brigitte Poupart","Philippe Falardeau","Music Box Films","http://www.rottentomatoes.com/m/monsieur_lazhar_2011/"
"Micki + Maude","Feature Film","Blake Edwards",5.9,118,"1984","comedy, romance",1960,"1984-12-21","http://www.imdb.com/title/tt0087718/","0087718","Micki + Maude",1984,"Comedy","PG-13","118","Fresh",67,"Spilled",45,"Dudley Moore","Amy Irving","Ann Reinking","Richard Mulligan","George Gaynes","Blake Edwards","Sony Pictures Entertainment","http://www.rottentomatoes.com/m/micki_and_maude/"
"Kenny","Feature Film","Clayton Jacobson",7.3,99,"2006","comedy",5004,"2006-08-17","http://www.imdb.com/title/tt0822389/","0822389","Kenny",2008,"Comedy","PG-13","103","Fresh",100,"Upright",86,"Shane Jacobson","Eve von Bibra","Ronald Jacobson","Jesse Jacobson","Chris Davis","Clayton Jacobson","Xenon Pictures","http://www.rottentomatoes.com/m/10009029-kenny/"
"Mean Machine","Feature Film","Barry Skolnick",6.5,99,"2001","comedy, drama, sport",26878,"2001-12-26","http://www.imdb.com/title/tt0291341/","0291341","Mean Machine",2002,"Drama","R","98","Rotten",34,"Upright",73,"Vinnie Jones","Jason Statham","David Kelly","David Hemmings","Vas Blackwood","Barry Skolnick","Paramount Classics","http://www.rottentomatoes.com/m/mean_machine/"
"Party Girl","Feature Film","Daisy von Scherler Mayer",6.6,94,"1995","comedy",3401,"1995-06-09","http://www.imdb.com/title/tt0114095/","0114095","Party Girl",1995,"Romance","R","98","Fresh",77,"Upright",76,"Parker Posey","Omar Townsend","Sasha von Scherler","Guillermo Diaz","Anthony DeSando","Daisy von Scherler Mayer","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/1066050-party_girl/"
"When the Bough Breaks","TV Movie","Waris Hussein",8.2,100,"1986","action",849,"1986-10-12","http://www.imdb.com/title/tt0092203/","0092203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Class Action","Feature Film","Michael Apted",6.3,110,"1991","drama, thriller",4684,"1991-03-15","http://www.imdb.com/title/tt0101590/","0101590","Class Action",1991,"Mystery & Suspense","R","110","Fresh",75,"Spilled",50,"Gene Hackman","Mary Elizabeth Mastrantonio","Colin Friels","Joanna Merlin","Laurence Fishburne","Michael Apted","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/1034008-class_action/"
"Blue Thunder","Feature Film","John Badham",6.3,109,"1983","action, crime, drama, sci_fi, thriller",11177,"1983-02-05","http://www.imdb.com/title/tt0085255/","0085255","Blue Thunder",1983,"Drama","R","109","Fresh",84,"Spilled",51,"Roy Scheider","Malcolm McDowell","Warren Oates","Candy Clark","Paul Roebling","John Badham","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/blue_thunder/"
"Transylvania 6-5000","Feature Film","Rudy De Luca",4.8,93,"1985","comedy, horror",4661,"1985-11-08","http://www.imdb.com/title/tt0090196/","0090196","Transylvania 6-5000",1985,"Horror","PG","93","Rotten",20,"Spilled",42,"Jeff Goldblum","Ed Begley Jr","Joseph Bologna","Carol Kane","Jeffrey Jones","Rudy De Luca",NA,"http://www.rottentomatoes.com/m/transylvania_65000/"
"Cherry 2000","Feature Film","Steve De Jarnatt",5.3,99,"1987","action, adventure, sci_fi",6117,"1987-11-12","http://www.imdb.com/title/tt0092746/","0092746","Cherry 2000",1988,"Action & Adventure","PG-13","94","Rotten",0,"Spilled",39,"Melanie Griffith","David Andrews","Tim Thomerson","Brion James","Pamela Gidley","Steve De Jarnatt","MGM","http://www.rottentomatoes.com/m/cherry_2000/"
"The Rocky Horror Picture Show","Feature Film","Jim Sharman",7.4,100,"1975","comedy, musical",89701,"1975-08-14","http://www.imdb.com/title/tt0073629/","0073629","The Rocky Horror Picture Show",1975,"Classics","R","100","Fresh",79,"Upright",86,"Tim Curry","Susan Sarandon","Barry Bostwick","Richard O'Brien","Jonathan Adams","Jim Sharman","20th Century Fox","http://www.rottentomatoes.com/m/rocky_horror_picture_show/"
"Return to the Blue Lagoon","Feature Film","William A. Graham",5,102,"1991","adventure, drama, romance",12475,"1991-08-02","http://www.imdb.com/title/tt0102782/","0102782","Return to the Blue Lagoon",1991,"Drama","PG-13","101","Rotten",0,"Spilled",42,"Milla Jovovich","Brian Krause","Lisa Pelikan","Courtney Barilla","Garette Ratliff Henson","William A. Graham","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/return_to_the_blue_lagoon/"
"No Escape","Feature Film","Martin Campbell",6,118,"1994","action, drama, sci_fi, thriller",14631,"1994-04-29","http://www.imdb.com/title/tt0110678/","0110678","No Escape",1994,"Action & Adventure","R","118","Rotten",53,"Spilled",42,"Ray Liotta","Lance Henriksen","Stuart Wilson","Kevin Dillon","Kevin J. O'Connor","Martin Campbell","HBO Video","http://www.rottentomatoes.com/m/no_escape/"
"The Deep","Feature Film","Peter Yates",6.1,123,"1977","adventure, horror, mystery, thriller",7668,"1977-06-17","http://www.imdb.com/title/tt0075925/","0075925","The Deep",1977,"Action & Adventure","PG","123","Rotten",36,"Spilled",38,"Robert Shaw","Jacqueline Bisset","Nick Nolte","Louis Gossett Jr","Eli Wallach","Peter Yates","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/deep/"
"Rosewood","Feature Film","John Singleton",7.1,140,"1997","action, drama, history",5806,"1997-02-21","http://www.imdb.com/title/tt0120036/","0120036","Rosewood",1997,"Drama","R","122","Certified Fresh",85,"Upright",83,"Jon Voight","Ving Rhames","Esther Rolle","Don Cheadle","Bruce McGill","John Singleton","Warner Home Video","http://www.rottentomatoes.com/m/rosewood/"
"Kung Pow: Enter the Fist","Feature Film","Steve Oedekerk",6.2,81,"2002","action, comedy",34987,"2002-01-25","http://www.imdb.com/title/tt0240468/","0240468","Kung Pow! Enter the Fist",2002,"Action & Adventure","PG-13","81","Rotten",11,"Upright",68,"Steve Oedekerk","Fei Lung","Lung Fai","Jennifer Tung","Leo Lee","Steve Oedekerk","20th Century Fox","http://www.rottentomatoes.com/m/kung_pow/"
"Forever Young","Feature Film","Steve Miner",6.2,102,"1992","drama, romance, sci_fi",32609,"1992-12-11","http://www.imdb.com/title/tt0104291/","0104291","Forever Young",1992,"Drama","PG","102","Rotten",53,"Spilled",53,"Mel Gibson","Jamie Lee Curtis","Elijah Wood","Isabel Glasser","George Wendt","Steve Miner","Warner Home Video","http://www.rottentomatoes.com/m/1041862-forever_young/"
"Firewalker","Feature Film","J. Lee Thompson",4.9,104,"1986","action, adventure, comedy",3771,"1986-11-21","http://www.imdb.com/title/tt0091055/","0091055","Firewalker",1986,"Action & Adventure","PG","106","Rotten",0,"Spilled",30,"Chuck Norris","Louis Gossett Jr","Melody Anderson","Will Sampson","Sonny Landham","J. Lee Thompson","Media Home Entertainment","http://www.rottentomatoes.com/m/firewalker/"
"The Samaritan","Feature Film","David Weaver",5.6,90,"2012","crime, drama, thriller",7024,"2012-03-03","http://www.imdb.com/title/tt1867093/","1867093","The Samaritan",2012,"Art House & International","R","93","Rotten",24,"Spilled",41,"Samuel L. Jackson","Luke Kirby","Ruth Negga","Tom Wilkinson","Deborah Kara Unger","David Weaver","IFC Films","http://www.rottentomatoes.com/m/the_samaritan/"
"What Richard Did","Feature Film","Leonard Abrahamson",6.3,88,"2012","drama",2782,"2012-09-09","http://www.imdb.com/title/tt2092011/","2092011","What Richard Did",2013,"Drama","Unrated","89","Fresh",93,"Upright",62,"Jack Reynor","Roisin Murphy","Sam Keeley","Lars Mikkelsen","Fionn Walton","Lenny Abrahamson","Tribeca Films","http://www.rottentomatoes.com/m/what_richard_did/"
"An Invisible Sign","Feature Film","Marilyn Agrelo",5.4,96,"2010","comedy, drama, family, romance",2805,"2010-10-07","http://www.imdb.com/title/tt1212454/","1212454","An Invisible Sign",2011,"Drama","PG-13","96","Rotten",0,"Spilled",33,"Jessica Alba","Chris Messina","J.K. Simmons","John Shea","Bailee Madison","Marilyn Agrelo","IFC Films","http://www.rottentomatoes.com/m/an_invisible_sign/"
"We Don't Live Here Anymore","Feature Film","John Curran",6.4,101,"2004","drama, romance",7763,"2004-01-20","http://www.imdb.com/title/tt0361309/","0361309","We Don't Live Here Anymore",2004,"Drama","R","101","Fresh",65,"Spilled",54,"Mark Ruffalo","Laura Dern","Peter Krause","Naomi Watts","Sam Charles","John Curran","Warner Independent","http://www.rottentomatoes.com/m/we_dont_live_here_anymore/"
"The Whistleblower","Feature Film","Larysa Kondracki",7.2,112,"2010","biography, crime, drama, thriller",21128,"2010-09-13","http://www.imdb.com/title/tt0896872/","0896872","The Whistleblower",2011,"Documentary","R","112","Certified Fresh",74,"Upright",71,"Vanessa Redgrave","Monica Bellucci","David Strathairn","Nikolaj Lie Kaas","Roxana Condurache","Larysa Kondracki","IDP/Samuel goldwyn Films","http://www.rottentomatoes.com/m/the_whistleblower/"
"The Grey Zone","Feature Film","Tim Blake Nelson",7.1,108,"2001","drama, history, war",7833,"2001-09-13","http://www.imdb.com/title/tt0252480/","0252480","The Grey Zone",2002,"Drama","R","108","Fresh",68,"Upright",74,"David Arquette","Steve Buscemi","Harvey Keitel","Mira Sorvino","Natasha Lyonne","Tim Blake Nelson","Lions Gate Films","http://www.rottentomatoes.com/m/the_grey_zone/"
"The Lovely Bones","Feature Film","Peter Jackson",6.7,135,"2009","drama",112160,"2009-11-24","http://www.imdb.com/title/tt0380510/","0380510","The Lovely Bones",2009,"Drama","PG-13","135","Rotten",32,"Spilled",52,"Mark Wahlberg","Rachel Weisz","Saoirse Ronan","Stanley Tucci","Susan Sarandon","Peter Jackson","Paramount Pictures","http://www.rottentomatoes.com/m/1189344-lovely_bones/"
"Bamboozled","Feature Film","Spike Lee",6.4,135,"2000","comedy, drama, music",8224,"2000-09-18","http://www.imdb.com/title/tt0215545/","0215545","Bamboozled",2000,"Drama","R","135","Rotten",48,"Upright",74,"Damon Wayans","Savion Glover","Tommy Davidson","Michael Rapaport","Thomas Jefferson Byrd","Spike Lee","New Line Cinema","http://www.rottentomatoes.com/m/bamboozled/"
"The Brazilian Job","Feature Film","",NA,NA,"????","action, adventure, crime, thriller",NA,"","http://www.imdb.com/title/tt0427396/","0427396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Haunted World of Edward D. Wood Jr.","Documentary","Brett Thompson",7.3,89,"1995","documentary, biography",384,"1995-10","http://www.imdb.com/title/tt0113270/","0113270","The Haunted World of Edward D. Wood Jr.",1996,"Documentary","Unrated","110",NA,-1,"Upright",67,"Conrad Brooks","Tony Griffin","Loretta King","Bela Lugosi","Paul Marco","Brett Thompson","Image Entertainment","http://www.rottentomatoes.com/m/the-haunted-world-of-edward-d-wood-jr/"
"I.D.","Feature Film","Philip Davis",7.4,107,"1995","crime, drama",4159,"1995-05-05","http://www.imdb.com/title/tt0113375/","0113375","I. D.",1999,"Drama","Unrated","108",NA,-1,"Upright",81,"Reece Dinsdale","Claire Skinner","Richard Graham","Sean Pertwee","Saskia Reeves","Philip Davis",NA,"http://www.rottentomatoes.com/m/i_d/"
"Cloud Atlas","Feature Film","Tom Tykwer, Andy Wachowski",7.5,172,"2012","drama, sci_fi",252020,"2012-09-08","http://www.imdb.com/title/tt1371111/","1371111","Cloud Atlas",2012,"Drama","R","172","Fresh",66,"Upright",66,"Tom Hanks","Halle Berry","Jim Broadbent","Hugo Weaving","Jim Sturgess","Larry Wachowski","Warner Bros. Pictures","http://www.rottentomatoes.com/m/cloud_atlas_2012/"
